Customer_ID,Age,Employment_Status,Income_USD,Credit_Score,Total_BNPL_Active_Loans,Total_BNPL_Debt_USD,Late_Payment_History,Shopping_Category_Most_Frequent,Average_Transaction_Value_USD,Default_Risk
C01541,26,Student,20729.0,605.0,0,0,No,Fashion,89,Low
C01542,54,Student,12290.0,630.0,3,556,Yes,Home/Furniture,421,High
C01543,38,Freelancer,69030.0,623.0,2,353,No,Fashion,131,Low
C01544,44,Student,,546.0,3,670,Yes,Fashion,153,Medium
C01545,28,Employed,82575.0,630.0,2,133,No,Electronics,526,Low
C01546,21,Unemployed,7423.0,542.0,1,136,Yes,Fashion,61,Medium
C01547,31,Employed,90262.0,625.0,4,621,No,Home/Furniture,351,Low
C01548,29,Student,8640.0,681.0,3,687,No,Fashion,50,High
C01549,22,Employed,72612.0,799.0,6,795,Yes,Fashion,45,Low
C01550,31,Employed,79822.0,658.0,2,445,No,Fashion,181,Low
C01551,18,Freelancer,87672.0,657.0,0,0,No,Fashion,119,Low
C01552,31,Employed,75365.0,623.0,5,505,No,Fashion,180,Low
C01553,23,Employed,77092.0,730.0,1,233,No,Groceries/Essentials,23,Low
C01554,18,Employed,81374.0,753.0,4,592,No,Fashion,56,Low
C01555,47,Student,9783.0,574.0,0,0,No,Home/Furniture,548,Low
C01556,23,Employed,74751.0,654.0,1,145,No,Fashion,112,Low
C01557,33,Employed,54259.0,751.0,1,126,No,Home/Furniture,362,Low
C01558,41,Freelancer,74572.0,620.0,5,297,No,Fashion,131,Low
C01559,20,Employed,62415.0,722.0,6,1103,No,Electronics,741,Low
C01560,18,Employed,40668.0,777.0,2,304,No,Home/Furniture,514,Low
C01561,47,Employed,61120.0,662.0,2,263,No,Travel,986,Low
C01562,22,Student,22273.0,638.0,2,282,No,Fashion,158,Low
C01563,20,Student,14852.0,592.0,2,326,No,Groceries/Essentials,53,Low
C01564,31,Employed,78848.0,774.0,7,925,No,Travel,734,Low
C01565,34,Employed,70083.0,582.0,2,557,Yes,Home/Furniture,422,Low
C01566,42,Employed,71230.0,720.0,2,542,No,Fashion,125,Low
C01567,34,Employed,70854.0,589.0,2,180,Yes,Fashion,141,Low
C01568,39,Student,25120.0,663.0,1,88,Yes,Fashion,104,Low
C01569,26,Employed,62323.0,693.0,4,650,No,Fashion,102,Low
C01570,19,Employed,112913.0,736.0,1,38,No,Fashion,122,Low
C01571,50,Employed,82910.0,638.0,3,414,Yes,Electronics,532,Low
C01572,27,Employed,63502.0,649.0,3,641,No,Fashion,76,Low
C01573,23,Employed,76071.0,598.0,0,0,Yes,Groceries/Essentials,91,Low
C01574,25,Employed,76187.0,672.0,1,152,No,Electronics,419,Low
C01575,24,Employed,93981.0,,2,170,No,Home/Furniture,386,Low
C01576,45,Unemployed,8428.0,435.0,0,0,No,Travel,849,Low
C01577,53,Employed,41723.0,733.0,1,266,Yes,Electronics,679,Low
C01578,19,Student,7075.0,610.0,9,1085,No,Electronics,509,High
C01579,29,Employed,70883.0,828.0,7,1100,No,Electronics,355,Low
C01580,36,Employed,83462.0,624.0,5,921,No,Home/Furniture,313,Low
C01581,42,Student,13883.0,553.0,1,120,Yes,Fashion,169,Low
C01582,31,Student,23977.0,616.0,1,136,No,Fashion,120,Low
C01583,26,Employed,60996.0,726.0,3,364,No,Groceries/Essentials,14,Low
C01584,19,Employed,105385.0,651.0,1,159,No,Fashion,112,Low
C01585,18,Employed,76353.0,714.0,3,438,No,Fashion,86,Low
C01586,30,Employed,79298.0,734.0,2,193,No,Home/Furniture,311,Low
C01587,26,Employed,66169.0,706.0,3,508,No,Electronics,558,Low
C01588,23,Employed,62884.0,730.0,1,125,No,Fashion,78,Low
C01589,28,Employed,49379.0,745.0,2,290,No,Groceries/Essentials,68,Low
C01590,39,Unemployed,5000.0,589.0,2,312,Yes,Fashion,193,High
C01591,47,Student,5779.0,470.0,3,492,Yes,Fashion,108,High
C01592,31,Employed,23216.0,728.0,1,213,No,Electronics,566,Low
C01593,19,Employed,72944.0,753.0,2,564,No,Fashion,56,Low
C01594,42,Student,18616.0,540.0,1,236,Yes,Electronics,573,Low
C01595,60,Employed,91274.0,751.0,0,0,No,Fashion,47,Low
C01596,21,Employed,66753.0,789.0,1,131,No,Fashion,66,Low
C01597,44,Employed,58841.0,714.0,3,241,No,Fashion,36,Low
C01598,34,Freelancer,66041.0,601.0,3,408,Yes,Fashion,105,Low
C01599,38,Employed,80240.0,622.0,0,0,No,Electronics,812,Low
C01600,53,Employed,85503.0,714.0,4,342,Yes,Electronics,702,Low
C01601,20,Employed,38187.0,620.0,3,403,Yes,Fashion,80,Low
C01602,34,Employed,80690.0,650.0,0,0,No,Fashion,122,Low
C01603,24,Student,9911.0,720.0,0,0,No,Electronics,581,Low
C01604,31,Employed,53409.0,717.0,2,217,No,Fashion,132,Low
C01605,27,Unemployed,20699.0,454.0,3,526,Yes,Fashion,138,High
C01606,19,Employed,89950.0,764.0,2,148,No,Home/Furniture,409,Low
C01607,36,Employed,96867.0,768.0,2,212,Yes,Travel,1043,Low
C01608,28,Student,5000.0,628.0,2,383,No,Fashion,15,High
C01609,23,Employed,66689.0,646.0,2,287,Yes,Electronics,652,Low
C01610,26,Employed,65795.0,718.0,4,760,Yes,Fashion,118,Medium
C01611,38,Student,,635.0,2,96,No,Fashion,73,Low
C01612,42,Unemployed,5000.0,462.0,7,2117,Yes,Fashion,67,High
C01613,50,Freelancer,44157.0,,1,162,No,Fashion,102,Low
C01614,21,Freelancer,54001.0,581.0,2,255,No,Fashion,55,Low
C01615,21,Employed,54224.0,717.0,6,1068,No,Fashion,105,Low
C01616,33,Employed,67475.0,730.0,7,864,Yes,Fashion,82,Low
C01617,33,Employed,73480.0,634.0,1,120,Yes,Fashion,120,Low
C01618,18,Employed,63419.0,669.0,1,120,No,Travel,983,Low
C01619,22,Freelancer,84575.0,645.0,1,140,Yes,Fashion,135,Low
C01620,45,Student,17544.0,637.0,7,1164,Yes,Travel,875,High
C01621,35,Freelancer,49112.0,732.0,2,243,No,Home/Furniture,511,Low
C01622,23,Employed,73053.0,,1,30,No,Fashion,75,Low
C01623,21,Employed,96118.0,604.0,3,322,Yes,Fashion,87,Low
C01624,49,Student,24847.0,603.0,4,870,No,Electronics,499,Low
C01625,45,Employed,85073.0,701.0,1,153,No,Fashion,74,Low
C01626,36,Freelancer,23806.0,651.0,3,690,No,Home/Furniture,601,Low
C01627,22,Freelancer,23164.0,606.0,3,325,No,Electronics,349,Low
C01628,30,Employed,94344.0,684.0,2,515,No,Fashion,93,Low
C01629,27,Employed,78983.0,748.0,1,153,No,Home/Furniture,369,Low
C01630,30,Freelancer,35391.0,621.0,2,321,No,Electronics,220,Low
C01631,32,Employed,79264.0,689.0,2,301,No,Electronics,123,Low
C01632,19,Student,14048.0,535.0,6,1263,Yes,Home/Furniture,319,High
C01633,22,Freelancer,85908.0,720.0,0,0,No,Fashion,137,Low
C01634,20,Unemployed,10065.0,588.0,2,484,Yes,Home/Furniture,517,High
C01635,27,Employed,46442.0,683.0,1,170,No,Fashion,80,Low
C01636,25,Freelancer,52076.0,692.0,1,141,No,Home/Furniture,365,Low
C01637,18,Employed,64640.0,740.0,4,554,No,Fashion,105,Low
C01638,42,Employed,75474.0,771.0,1,193,No,Electronics,522,Low
C01639,39,Employed,58585.0,722.0,3,482,No,Fashion,92,Low
C01640,33,Employed,90490.0,685.0,6,1243,No,Fashion,86,Low
C01641,62,Employed,60019.0,683.0,1,187,No,Fashion,99,Low
C01642,62,Unemployed,12040.0,681.0,1,145,Yes,Home/Furniture,511,Low
C01643,46,Freelancer,73557.0,644.0,3,316,Yes,Fashion,58,Low
C01644,44,Employed,80978.0,745.0,4,455,No,Travel,645,Low
C01645,57,Student,13783.0,491.0,2,398,Yes,Electronics,301,Medium
C01646,42,Employed,91822.0,706.0,1,173,No,Electronics,483,Low
C01647,35,Employed,,676.0,1,150,No,Electronics,460,Low
C01648,18,Freelancer,,673.0,1,130,No,Electronics,564,Low
C01649,41,Student,11227.0,502.0,0,0,Yes,Electronics,510,Low
C01650,34,Student,18226.0,601.0,0,0,No,Electronics,456,Low
C01651,23,Employed,88833.0,660.0,2,296,No,Fashion,69,Low
C01652,42,Employed,74079.0,759.0,3,289,No,Fashion,90,Low
C01653,44,Employed,112565.0,684.0,2,306,No,Electronics,511,Low
C01654,40,Employed,54827.0,679.0,2,273,No,Electronics,561,Low
C01655,19,Employed,74426.0,692.0,5,1054,No,Fashion,139,Low
C01656,40,Student,18163.0,580.0,1,97,Yes,Travel,583,Low
C01657,28,Student,18095.0,568.0,1,173,No,Electronics,370,Low
C01658,21,Freelancer,107885.0,528.0,4,1047,Yes,Fashion,72,Low
C01659,30,Employed,93770.0,809.0,2,375,No,Fashion,149,Low
C01660,23,Unemployed,16189.0,493.0,1,195,Yes,Fashion,67,Low
C01661,30,Freelancer,21720.0,625.0,2,338,No,Electronics,457,Low
C01662,46,Unemployed,5000.0,566.0,3,672,No,Electronics,229,High
C01663,51,Employed,75148.0,660.0,3,360,No,Electronics,424,Low
C01664,20,Employed,109486.0,668.0,2,458,No,Groceries/Essentials,55,Low
C01665,24,Employed,98966.0,694.0,2,195,No,Travel,536,Low
C01666,47,Employed,68281.0,610.0,6,953,No,Home/Furniture,239,Low
C01667,53,Employed,56290.0,722.0,2,383,No,Travel,1007,Low
C01668,50,Unemployed,24186.0,532.0,3,376,Yes,Electronics,312,Medium
C01669,55,Employed,40416.0,745.0,3,490,No,Fashion,85,Low
C01670,20,Employed,87099.0,628.0,2,267,No,Fashion,121,Low
C01671,27,Employed,,639.0,2,267,No,Groceries/Essentials,18,Low
C01672,44,Employed,111448.0,714.0,3,320,No,Home/Furniture,441,Low
C01673,21,Employed,95272.0,693.0,1,158,No,Home/Furniture,333,Low
C01674,45,Unemployed,5996.0,483.0,6,440,Yes,Fashion,91,High
C01675,57,Employed,68839.0,757.0,3,598,No,Groceries/Essentials,29,Low
C01676,31,Student,17863.0,590.0,8,896,No,Home/Furniture,506,High
C01677,38,Employed,74735.0,759.0,2,148,No,Fashion,156,Low
C01678,61,Student,13635.0,673.0,2,273,No,Travel,880,Low
C01679,50,Employed,53335.0,735.0,3,317,No,Travel,352,Low
C01680,58,Unemployed,11946.0,501.0,0,0,Yes,Electronics,926,Low
C01681,25,Employed,66323.0,753.0,0,0,No,Travel,919,Low
C01682,20,Employed,129476.0,717.0,3,511,No,Home/Furniture,246,Low
C01683,23,Employed,74049.0,734.0,5,667,No,Home/Furniture,358,Low
C01684,48,Unemployed,5000.0,675.0,7,728,No,Fashion,39,High
C01685,22,Student,5000.0,717.0,4,526,No,Home/Furniture,383,High
C01686,34,Employed,74897.0,673.0,1,174,Yes,Home/Furniture,445,Low
C01687,57,Student,15929.0,615.0,0,0,No,Fashion,127,Low
C01688,35,Student,13705.0,633.0,0,0,No,Fashion,74,Low
C01689,48,Employed,88721.0,672.0,5,854,No,Home/Furniture,298,Low
C01690,46,Employed,60348.0,675.0,3,232,No,Home/Furniture,308,Low
C01691,40,Employed,66884.0,734.0,2,424,No,Electronics,581,Low
C01692,23,Employed,84861.0,,2,395,No,Fashion,56,Low
C01693,22,Employed,46033.0,736.0,2,147,No,Electronics,518,Low
C01694,39,Freelancer,25973.0,679.0,2,398,No,Travel,901,Low
C01695,23,Freelancer,29028.0,636.0,0,0,No,Fashion,62,Low
C01696,31,Student,14159.0,605.0,4,778,No,Fashion,87,Medium
C01697,20,Student,12093.0,737.0,0,0,No,Home/Furniture,253,Low
C01698,22,Freelancer,60819.0,817.0,2,316,No,Electronics,572,Low
C01699,18,Student,17399.0,554.0,2,171,Yes,Fashion,37,Low
C01700,31,Employed,54141.0,751.0,1,173,No,Electronics,500,Low
C01701,37,Freelancer,71292.0,673.0,2,174,No,Home/Furniture,266,Low
C01702,30,Employed,56881.0,691.0,4,862,No,Fashion,157,Low
C01703,19,Employed,61405.0,614.0,1,211,No,Fashion,63,Low
C01704,21,Employed,91662.0,682.0,2,512,No,Fashion,88,Low
C01705,23,Employed,103294.0,674.0,2,0,No,Home/Furniture,244,Low
C01706,20,Employed,11595.0,762.0,1,169,No,Travel,859,Low
C01707,32,Employed,92616.0,708.0,1,191,No,Electronics,484,Low
C01708,37,Employed,63349.0,624.0,1,104,No,Electronics,519,Low
C01709,62,Employed,54537.0,781.0,1,141,No,Travel,1184,Low
C01710,46,Freelancer,30310.0,637.0,1,109,No,Electronics,356,Low
C01711,63,Freelancer,59509.0,665.0,2,207,No,Fashion,70,Low
C01712,39,Student,19345.0,,1,138,No,Home/Furniture,558,Low
C01713,18,Student,10785.0,638.0,0,0,Yes,Electronics,470,Low
C01714,45,Employed,100596.0,776.0,2,295,Yes,Home/Furniture,336,Low
C01715,24,Employed,67307.0,658.0,2,454,No,Fashion,140,Low
C01716,32,Freelancer,105450.0,635.0,2,281,Yes,Fashion,104,Low
C01717,48,Unemployed,5000.0,666.0,1,153,Yes,Home/Furniture,220,Medium
C01718,20,Employed,42649.0,685.0,1,109,No,Fashion,151,Low
C01719,21,Unemployed,5000.0,624.0,2,478,No,Electronics,109,High
C01720,20,Employed,106560.0,737.0,2,306,Yes,Fashion,72,Low
C01721,62,Employed,76528.0,702.0,3,357,No,Fashion,66,Low
C01722,54,Unemployed,5000.0,482.0,2,274,No,Fashion,119,High
C01723,33,Freelancer,74561.0,578.0,7,1492,Yes,Fashion,90,Medium
C01724,57,Employed,79547.0,,4,780,No,Electronics,341,Low
C01725,20,Employed,67351.0,672.0,2,394,No,Travel,625,Low
C01726,25,Employed,105620.0,747.0,1,100,No,Fashion,130,Low
C01727,44,Employed,48893.0,792.0,1,104,No,Electronics,684,Low
C01728,37,Student,23545.0,557.0,2,413,Yes,Travel,776,Low
C01729,37,Employed,100060.0,699.0,3,684,No,Fashion,96,Low
C01730,61,Employed,85159.0,622.0,2,361,No,Home/Furniture,375,Low
C01731,29,Employed,85466.0,,1,69,No,Fashion,161,Low
C01732,43,Employed,,744.0,1,239,No,Electronics,629,Low
C01733,40,Employed,61709.0,720.0,2,319,No,Fashion,59,Low
C01734,28,Employed,102720.0,697.0,2,395,No,Fashion,146,Low
C01735,27,Student,10984.0,682.0,1,70,No,Electronics,524,Low
C01736,56,Student,23009.0,627.0,4,629,Yes,Fashion,109,Medium
C01737,34,Student,14874.0,647.0,2,172,Yes,Electronics,588,Low
C01738,22,Freelancer,43538.0,665.0,1,142,No,Electronics,637,Low
C01739,24,Employed,88222.0,775.0,5,1303,No,Fashion,62,Low
C01740,51,Employed,62167.0,653.0,6,1463,No,Travel,704,Low
C01741,31,Freelancer,73880.0,723.0,2,97,No,Fashion,89,Low
C01742,30,Employed,109200.0,713.0,5,878,No,Electronics,607,Low
C01743,34,Employed,55706.0,710.0,6,1169,Yes,Home/Furniture,357,Medium
C01744,44,Employed,56530.0,659.0,0,0,No,Electronics,559,Low
C01745,28,Employed,105444.0,683.0,1,208,No,Home/Furniture,540,Low
C01746,21,Employed,80395.0,706.0,2,375,No,Home/Furniture,474,Low
C01747,24,Employed,84780.0,668.0,2,208,No,Fashion,96,Low
C01748,24,Unemployed,5000.0,534.0,3,395,Yes,Fashion,104,High
C01749,59,Freelancer,58029.0,722.0,2,354,No,Fashion,142,Low
C01750,22,Employed,57154.0,680.0,1,142,No,Groceries/Essentials,29,Low
C01751,19,Employed,92399.0,787.0,0,0,No,Fashion,117,Low
C01752,34,Freelancer,23573.0,660.0,1,99,No,Electronics,455,Low
C01753,22,Employed,67211.0,748.0,2,367,No,Fashion,174,Low
C01754,49,Employed,91256.0,741.0,3,599,No,Fashion,49,Low
C01755,29,Employed,67463.0,579.0,2,302,No,Fashion,146,Low
C01756,18,Employed,76721.0,637.0,4,367,Yes,Fashion,117,Low
C01757,25,Student,12391.0,618.0,0,0,No,Electronics,543,Low
C01758,35,Freelancer,81733.0,622.0,0,0,Yes,Electronics,450,Low
C01759,25,Student,8666.0,595.0,3,405,Yes,Electronics,715,High
C01760,22,Employed,70334.0,700.0,4,608,No,Fashion,96,Low
C01761,26,Employed,26493.0,626.0,1,118,Yes,Electronics,546,Low
C01762,29,Employed,93394.0,744.0,0,0,No,Fashion,150,Low
C01763,32,Employed,85355.0,736.0,1,235,No,Fashion,87,Low
C01764,31,Employed,88583.0,718.0,1,123,No,Electronics,658,Low
C01765,20,Employed,48189.0,595.0,1,192,Yes,Electronics,529,Low
C01766,36,Unemployed,10166.0,637.0,1,88,Yes,Electronics,531,Low
C01767,41,Employed,58758.0,692.0,1,44,No,Electronics,429,Low
C01768,42,Student,11069.0,619.0,2,216,No,Electronics,521,Low
C01769,49,Employed,59783.0,674.0,1,188,No,Groceries/Essentials,51,Low
C01770,20,Employed,105713.0,681.0,2,273,No,Fashion,171,Low
C01771,26,Employed,41371.0,607.0,1,146,No,Fashion,43,Low
C01772,25,Employed,26610.0,663.0,1,266,No,Fashion,53,Low
C01773,30,Employed,77419.0,717.0,4,880,No,Fashion,116,Low
C01774,20,Employed,91928.0,626.0,2,322,Yes,Electronics,424,Low
C01775,34,Student,13520.0,595.0,1,150,No,Electronics,457,Low
C01776,46,Employed,88133.0,595.0,4,545,No,Home/Furniture,257,Low
C01777,48,Freelancer,36937.0,678.0,2,217,No,Fashion,81,Low
C01778,22,Freelancer,116198.0,538.0,2,617,Yes,Fashion,100,Low
C01779,22,Employed,46662.0,681.0,2,312,No,Fashion,83,Low
C01780,21,Employed,45250.0,696.0,1,266,No,Home/Furniture,335,Low
C01781,30,Employed,89201.0,715.0,1,182,No,Electronics,623,Low
C01782,22,Employed,93503.0,798.0,4,322,No,Electronics,617,Low
C01783,19,Unemployed,5000.0,489.0,1,204,Yes,Home/Furniture,266,High
C01784,22,Employed,84549.0,690.0,4,843,No,Electronics,252,Low
C01785,25,Employed,63261.0,727.0,2,280,No,Fashion,38,Low
C01786,34,Employed,27823.0,641.0,3,695,Yes,Fashion,128,Low
C01787,45,Employed,74674.0,729.0,1,210,No,Electronics,456,Low
C01788,24,Employed,47294.0,715.0,4,168,No,Fashion,135,Low
C01789,30,Employed,26298.0,687.0,1,166,No,Home/Furniture,256,Low
C01790,30,Unemployed,9706.0,491.0,1,21,Yes,Fashion,112,Medium
C01791,20,Student,,604.0,4,369,No,Fashion,90,Low
C01792,42,Employed,66014.0,636.0,3,628,Yes,Fashion,94,Low
C01793,18,Employed,85967.0,765.0,1,197,No,Electronics,433,Low
C01794,56,Employed,59090.0,740.0,1,148,No,Home/Furniture,180,Low
C01795,41,Employed,75418.0,718.0,2,412,No,Fashion,98,Low
C01796,23,Employed,39773.0,725.0,3,336,No,Electronics,807,Low
C01797,20,Student,14350.0,606.0,1,136,No,Home/Furniture,390,Low
C01798,22,Employed,65596.0,700.0,1,152,No,Fashion,47,Low
C01799,45,Employed,59176.0,695.0,1,155,No,Electronics,690,Low
C01800,56,Freelancer,74406.0,530.0,2,182,Yes,Home/Furniture,493,Low
C01801,29,Employed,54079.0,716.0,2,202,No,Electronics,499,Low
C01802,58,Freelancer,44469.0,570.0,2,284,No,Fashion,127,Low
C01803,26,Student,14416.0,573.0,1,189,No,Fashion,52,Low
C01804,45,Freelancer,61366.0,703.0,1,76,Yes,Groceries/Essentials,53,Low
C01805,31,Student,23229.0,619.0,3,363,No,Travel,1131,Low
C01806,46,Employed,61039.0,737.0,3,306,No,Travel,800,Low
C01807,32,Student,20920.0,572.0,1,70,Yes,Fashion,47,Low
C01808,47,Freelancer,10892.0,766.0,2,432,No,Travel,706,Low
C01809,30,Freelancer,77791.0,686.0,1,195,No,Travel,774,Low
C01810,38,Employed,88704.0,727.0,3,531,No,Home/Furniture,272,Low
C01811,34,Student,18833.0,589.0,4,392,Yes,Home/Furniture,361,Medium
C01812,40,Employed,61380.0,721.0,2,150,Yes,Fashion,109,Low
C01813,20,Employed,79021.0,733.0,1,294,No,Home/Furniture,446,Low
C01814,19,Employed,41069.0,656.0,2,293,No,Fashion,46,Low
C01815,40,Employed,35098.0,764.0,2,267,No,Groceries/Essentials,10,Low
C01816,50,Employed,86020.0,730.0,6,701,No,Electronics,530,Low
C01817,36,Employed,65830.0,643.0,2,427,Yes,Fashion,128,Low
C01818,57,Employed,74112.0,634.0,1,110,Yes,Fashion,101,Low
C01819,42,Freelancer,67410.0,611.0,1,179,Yes,Home/Furniture,361,Low
C01820,39,Student,27496.0,600.0,9,1617,No,Groceries/Essentials,62,High
C01821,32,Employed,85515.0,652.0,4,700,No,Home/Furniture,206,Low
C01822,24,Employed,80263.0,697.0,3,270,No,Fashion,99,Low
C01823,44,Freelancer,37928.0,651.0,1,130,No,Groceries/Essentials,66,Low
C01824,39,Student,12221.0,534.0,2,340,Yes,Fashion,87,Medium
C01825,22,Employed,74757.0,712.0,5,978,No,Fashion,61,Low
C01826,24,Employed,77578.0,663.0,2,269,No,Electronics,256,Low
C01827,50,Student,15217.0,598.0,9,1701,Yes,Home/Furniture,258,High
C01828,56,Employed,81566.0,642.0,1,205,No,Fashion,147,Low
C01829,21,Unemployed,9477.0,616.0,1,118,No,Fashion,134,Low
C01830,25,Employed,133107.0,687.0,6,511,No,Fashion,20,Low
C01831,42,Freelancer,18332.0,584.0,1,126,No,Fashion,102,Low
C01832,51,Student,12956.0,628.0,3,223,Yes,Fashion,70,Low
C01833,30,Employed,71020.0,740.0,4,706,No,Electronics,574,Low
C01834,20,Student,5000.0,601.0,3,266,No,Groceries/Essentials,46,Medium
C01835,34,Student,18030.0,567.0,3,365,Yes,Fashion,168,Medium
C01836,64,Freelancer,68590.0,683.0,1,228,No,Travel,667,Low
C01837,33,Employed,74096.0,755.0,2,278,No,Travel,881,Low
C01838,58,Employed,73525.0,668.0,10,2215,No,Fashion,90,Medium
C01839,24,Employed,92951.0,675.0,1,179,No,Fashion,77,Low
C01840,44,Student,9625.0,608.0,2,293,No,Fashion,101,Low
C01841,33,Employed,90028.0,714.0,6,621,No,Travel,892,Low
C01842,41,Employed,49555.0,710.0,0,0,No,Electronics,468,Low
C01843,37,Employed,64436.0,701.0,7,1245,No,Home/Furniture,370,Low
C01844,26,Student,19006.0,669.0,1,24,No,Fashion,40,Low
C01845,35,Employed,83615.0,694.0,2,336,No,Electronics,590,Low
C01846,30,Student,17245.0,570.0,1,96,Yes,Electronics,401,Low
C01847,43,Employed,67816.0,641.0,1,212,No,Electronics,184,Low
C01848,39,Employed,35017.0,697.0,2,353,No,Fashion,84,Low
C01849,62,Student,6025.0,507.0,6,1372,Yes,Electronics,846,High
C01850,23,Employed,48744.0,694.0,1,58,No,Electronics,452,Low
C01851,39,Employed,53220.0,790.0,3,234,No,Home/Furniture,334,Low
C01852,21,Employed,47127.0,750.0,3,353,Yes,Fashion,61,Low
C01853,18,Employed,78815.0,562.0,2,153,No,Fashion,164,Low
C01854,60,Freelancer,81795.0,675.0,3,355,No,Fashion,189,Low
C01855,33,Employed,77813.0,642.0,0,0,Yes,Electronics,544,Low
C01856,45,Student,11199.0,547.0,3,562,Yes,Electronics,588,High
C01857,19,Employed,74891.0,761.0,2,225,No,Fashion,120,Low
C01858,18,Employed,79612.0,683.0,1,209,No,Electronics,553,Low
C01859,60,Student,14500.0,546.0,1,166,No,Groceries/Essentials,69,Low
C01860,26,Employed,37962.0,710.0,3,719,No,Fashion,98,Low
C01861,33,Student,18332.0,682.0,5,176,Yes,Fashion,91,Low
C01862,50,Employed,56487.0,690.0,5,274,No,Electronics,560,Low
C01863,45,Employed,36381.0,753.0,2,259,No,Electronics,547,Low
C01864,20,Student,11905.0,556.0,4,476,Yes,Electronics,593,High
C01865,22,Student,7076.0,471.0,1,119,Yes,Home/Furniture,448,Low
C01866,30,Employed,83616.0,698.0,2,293,No,Fashion,42,Low
C01867,24,Employed,63719.0,706.0,2,317,No,Electronics,401,Low
C01868,18,Employed,81679.0,785.0,0,0,No,Fashion,62,Low
C01869,42,Employed,102622.0,748.0,1,122,No,Fashion,125,Low
C01870,27,Employed,47441.0,619.0,3,283,No,Fashion,119,Low
C01871,40,Unemployed,22810.0,501.0,1,144,Yes,Travel,784,Low
C01872,33,Student,18465.0,633.0,2,94,Yes,Fashion,57,Low
C01873,36,Employed,87570.0,700.0,1,173,No,Fashion,105,Low
C01874,45,Employed,47430.0,,2,389,No,Home/Furniture,374,Low
C01875,37,Employed,69155.0,,5,558,No,Fashion,64,Low
C01876,21,Employed,72829.0,716.0,0,0,No,Fashion,116,Low
C01877,39,Employed,76769.0,768.0,3,649,No,Fashion,20,Low
C01878,36,Student,12847.0,567.0,2,170,No,Electronics,401,Low
C01879,49,Employed,32010.0,722.0,2,419,No,Groceries/Essentials,55,Low
C01880,35,Student,8431.0,613.0,3,355,Yes,Groceries/Essentials,57,Medium
C01881,24,Employed,,684.0,3,497,No,Fashion,66,Low
C01882,23,Student,5000.0,621.0,2,609,Yes,Travel,873,High
C01883,29,Student,14624.0,,3,509,No,Fashion,108,Low
C01884,42,Employed,66657.0,682.0,2,179,Yes,Electronics,587,Low
C01885,30,Employed,61278.0,710.0,0,0,No,Fashion,157,Low
C01886,21,Employed,80752.0,755.0,1,256,No,Home/Furniture,615,Low
C01887,50,Employed,80319.0,600.0,1,127,No,Fashion,57,Low
C01888,58,Employed,56396.0,746.0,4,315,No,Electronics,568,Low
C01889,36,Student,14267.0,552.0,1,125,No,Home/Furniture,460,Low
C01890,40,Freelancer,49028.0,636.0,2,350,No,Fashion,110,Low
C01891,24,Freelancer,87857.0,605.0,0,0,No,Electronics,426,Low
C01892,49,Employed,73804.0,782.0,2,331,No,Electronics,314,Low
C01893,38,Student,19766.0,677.0,2,242,No,Fashion,137,Low
C01894,24,Employed,69409.0,740.0,0,0,No,Electronics,331,Low
C01895,41,Employed,90739.0,643.0,4,545,Yes,Fashion,65,Low
C01896,20,Student,19461.0,541.0,1,112,No,Fashion,80,Low
C01897,32,Employed,60933.0,718.0,4,303,No,Home/Furniture,183,Low
C01898,29,Employed,81491.0,643.0,1,226,Yes,Electronics,346,Low
C01899,60,Freelancer,75119.0,591.0,1,172,Yes,Fashion,142,Low
C01900,40,Freelancer,28222.0,643.0,0,0,Yes,Electronics,572,Low
C01901,31,Employed,64602.0,626.0,0,0,Yes,Fashion,61,Low
C01902,38,Unemployed,6768.0,560.0,1,175,No,Groceries/Essentials,88,Low
C01903,23,Employed,92780.0,735.0,1,202,No,Electronics,395,Low
C01904,20,Employed,88856.0,725.0,1,147,No,Groceries/Essentials,41,Low
C01905,53,Employed,65580.0,674.0,1,108,Yes,Travel,1203,Low
C01906,27,Employed,55502.0,727.0,2,343,Yes,Travel,942,Low
C01907,24,Employed,88841.0,760.0,3,564,No,Fashion,122,Low
C01908,31,Employed,88133.0,734.0,5,398,Yes,Fashion,170,Low
C01909,40,Employed,64631.0,697.0,1,180,No,Fashion,95,Low
C01910,39,Employed,86331.0,727.0,2,336,Yes,Fashion,53,Low
C01911,49,Employed,59214.0,686.0,3,467,No,Home/Furniture,258,Low
C01912,18,Student,9566.0,553.0,2,228,No,Home/Furniture,361,Low
C01913,18,Employed,54822.0,678.0,2,205,No,Fashion,85,Low
C01914,21,Employed,72921.0,675.0,1,185,No,Fashion,123,Low
C01915,32,Employed,100753.0,728.0,1,226,No,Fashion,125,Low
C01916,46,Student,10018.0,623.0,1,124,Yes,Home/Furniture,380,Low
C01917,24,Employed,73700.0,674.0,0,0,No,Electronics,450,Low
C01918,19,Employed,79769.0,737.0,1,156,No,Electronics,563,Low
C01919,40,Student,8256.0,463.0,3,229,Yes,Fashion,100,Medium
C01920,18,Student,6250.0,585.0,2,306,Yes,Fashion,109,High
C01921,30,Employed,81851.0,717.0,1,188,No,Fashion,58,Low
C01922,26,Employed,51078.0,798.0,4,428,No,Fashion,89,Low
C01923,18,Employed,73045.0,791.0,4,421,No,Home/Furniture,533,Low
